"numprec","region","metro","relate","age","sex","race","marst","bpl","sch","educ99","empstat","classwkr","wkswork1","uhrswork","incwage","ftype","annhrs","hrwage","adj_ind","adj_occ2name"
4,"West North Central Div.","In metro area, central / principal city","Head/Householder",33,"Female","White nonhisp","Divorced","United States","Grade 11","11th grade","At work","Wage/salary, private sector",52,50,24000,"Primary family",2600,9.23076915740967,"Gasoline stations","Office and Admin Support"
6,"Pacific Division","Not in metro area","Head/Householder",27,"Female","Other nonhisp","Never married/single","United States","Grade 12","High school","At work","Wage/salary, private sector",40,40,20600,"Primary family",1600,12.875,"Child day care services","Office and Admin Support"
3,"Mountain Division","Not in metro area","Spouse",42,"Female","White nonhisp","Married, spouse present","United States","Associate's degree","Associate's degree 1","At work","Wage/salary, private sector",52,40,99000,"Primary family",2080,47.5961532592773,"Other health care services","Office and Admin Support"
2,"Middle Atlantic Division","In metro area, central / principal city","Parent",54,"Female","Black nonhisp","Divorced","United States","Grade 12","High school","At work","Wage/salary, private sector",52,55,30000,"Primary family",2860,10.4895105361938,"Hospitals","Office and Admin Support"
3,"West North Central Div.","In metro area, central / principal city","Head/Householder",56,"Female","White nonhisp","Never married/single","United States","Grade 12","High school","At work","Wage/salary, private sector",52,16,4200,"Nonfamily householder",832,5.04807710647583,"Management of companies and enterprises","Office and Admin Support"
2,"South Atlantic Division","In metro area, outside central / principal city","Head/Householder",48,"Female","Black nonhisp","Never married/single","United States","Advanced degree","Master's degree","At work","Wage/salary, private sector",52,40,85000,"Primary family",2080,40.8653831481934,"Other health care services","Managers"
5,"New England Division","In metro area, outside central / principal city","Head/Householder",49,"Female","White nonhisp","Married, spouse present","United States","Associate's degree","Associate's degree 2","At work","Wage/salary, private sector",52,20,29000,"Primary family",1040,27.884614944458,"Other amusement, gambling, and recreation industries","Office and Admin Support"
3,"East North Central Div.","Not in metro area","Spouse",46,"Female","White nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Wage/salary, private sector",26,40,18000,"Primary family",1040,17.3076915740967,"Motor vehicles and motor vehicle equipment manufacturing","Production"
3,"South Atlantic Division","Central / Principal city status unknown","Spouse",54,"Female","White nonhisp","Married, spouse present","United States","Grade 12","High school","At work","Wage/salary, private sector",20,26,8160,"Primary family",520,15.692307472229,"Veterinary services","Office and Admin Support"
3,"West South Central Div.","In metro area, central / principal city","Spouse",31,"Female","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Local govt employee",52,40,50000,"Primary family",2080,24.0384616851807,"Not avaliable","Business Operators"
2,"South Atlantic Division","Central / Principal city status unknown","Spouse",54,"Female","White nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,40,70000,"Primary family",2080,33.6538467407227,"Pharmaceutical and medicine manufacturing","Office and Admin Support"
2,"West South Central Div.","In metro area, outside central / principal city","Head/Householder",26,"Female","White nonhisp","Married, spouse present","United States","Associate's degree","Associate's degree 1","At work","Wage/salary, private sector",52,40,18500,"Primary family",2080,8.89423084259033,"Real estate","Office and Admin Support"
1,"South Atlantic Division","Not in metro area","Head/Householder",46,"Female","Black nonhisp","Divorced","United States","Grade 12","High school","At work","Local govt employee",52,40,25000,"Nonfamily householder",2080,12.0192308425903,"Not avaliable","Office and Admin Support"
5,"Middle Atlantic Division","Central / Principal city status unknown","Spouse",32,"Female","White nonhisp","Married, spouse present","United States","Grade 12","High school","At work","Wage/salary, private sector",52,40,35000,"Primary family",2080,16.8269233703613,"Residential care facilities, without nursing","Community and Social Workers"
4,"Pacific Division","In metro area, outside central / principal city","Spouse",41,"Female","Hispanic","Married, spouse present","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,40,50000,"Primary family",2080,24.0384616851807,"Not avaliable","Office and Admin Support"
4,"South Atlantic Division","Central / Principal city status unknown","Spouse",52,"Female","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Local govt employee",52,40,60000,"Primary family",2080,28.8461532592773,"Elementary and secondary schools","Office and Admin Support"
3,"Pacific Division","In metro area, outside central / principal city","Head/Householder",60,"Female","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Local govt employee",52,45,62000,"Primary family",2340,26.4957256317139,"Elementary and secondary schools","Office and Admin Support"
2,"East North Central Div.","In metro area, outside central / principal city","Head/Householder",31,"Female","Black nonhisp","Never married/single","United States","Grade 12","High school","At work","Wage/salary, private sector",52,20,8000,"Primary family",1040,7.692307472229,"Home health care services","Office and Admin Support"
6,"New England Division","In metro area, outside central / principal city","Head/Householder",45,"Female","White nonhisp","Married, spouse present","United States","Advanced degree","Master's degree","At work","Wage/salary, private sector",48,40,70000,"Primary family",1920,36.4583320617676,"Electronic component and product manufacturing, n.e.c.","financial Operators"
4,"Pacific Division","In metro area, outside central / principal city","Head/Householder",36,"Female","White nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Wage/salary, private sector",52,35,23400,"Primary family",1820,12.8571424484253,"Real estate","Office and Admin Support"
2,"Mountain Division","In metro area, outside central / principal city","Head/Householder",42,"Female","White nonhisp","Married, spouse present","United States","Advanced degree","Master's degree","At work","Wage/salary, private sector",36,60,76000,"Primary family",2160,35.1851844787598,"Aircraft and parts manufacturing","Managers"
3,"South Atlantic Division","In metro area, central / principal city","Housemate/Roomate",41,"Female","Hispanic","Never married/single","El Salvador","Grade 10","10th grade","At work","Wage/salary, private sector",52,40,18000,"Secondary individual",2080,8.65384578704834,"Services to buildings and dwellings","Office and Admin Support"
3,"Middle Atlantic Division","In metro area, outside central / principal city","Head/Householder",46,"Female","White nonhisp","Separated","United States","Grade 12","High school","At work","Wage/salary, private sector",52,30,21000,"Primary family",1560,13.4615383148193,"Bus service and urban transit","Transportation and materials moving"
1,"West North Central Div.","Central / Principal city status unknown","Head/Householder",35,"Female","Black nonhisp","Never married/single","Nigeria","Advanced degree","Master's degree","At work","Wage/salary, private sector",52,45,46000,"Nonfamily householder",2340,19.6581192016602,"Architectural, engineering, and related services","Office and Admin Support"
4,"East North Central Div.","Central / Principal city status unknown","Spouse",51,"Female","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,40,43000,"Primary family",2080,20.6730766296387,"Accounting, tax preparation, bookkeeping and payroll services","financial Operators"
